ID,Actual Categry,Predicted Categry,Percent Confidence
605732.png,kaf_regular,ain_begin,41.19
605726.png,kaf_regular,kaf_regular,84.95
605685.png,kaf_regular,kaf_regular,90.0
605691.png,kaf_regular,kaf_regular,81.18
605646.png,kaf_regular,kaf_regular,58.42
605652.png,kaf_regular,dal_regular,71.38
605653.png,kaf_regular,kaf_regular,74.94
605647.png,kaf_regular,kaf_regular,81.56
605690.png,kaf_regular,kaf_regular,97.85
605684.png,kaf_regular,kaf_regular,91.53
605727.png,kaf_regular,kaf_regular,79.33
605733.png,kaf_regular,kaf_regular,99.52
605725.png,kaf_regular,noon_regular,69.45
605731.png,kaf_regular,kaf_regular,98.76
605719.png,kaf_regular,kaf_regular,94.79
605692.png,kaf_regular,kaf_regular,88.55
605686.png,kaf_regular,noon_regular,26.72
605651.png,kaf_regular,kaf_regular,96.28
605645.png,kaf_regular,noon_begin,39.74
605679.png,kaf_regular,kaf_regular,97.81
605678.png,kaf_regular,noon_regular,15.95
605644.png,kaf_regular,yaa_middle,42.02
605650.png,kaf_regular,kaf_regular,77.29
605687.png,kaf_regular,kaf_regular,89.13
605693.png,kaf_regular,kaf_regular,89.42
605718.png,kaf_regular,yaa_begin,19.82
605730.png,kaf_regular,kaf_regular,75.15
605724.png,kaf_regular,kaf_regular,98.15
608966.png,qaf_middle,qaf_middle,82.52
608972.png,qaf_middle,feh_middle,42.0
608999.png,qaf_middle,qaf_middle,99.26
608812.png,qaf_middle,feh_middle,62.31
608806.png,qaf_middle,feh_middle,77.51
608807.png,qaf_middle,qaf_begin,36.47
608813.png,qaf_middle,qaf_middle,90.06
608998.png,qaf_middle,qaf_middle,78.35
608973.png,qaf_middle,qaf_begin,58.14
608967.png,qaf_middle,qaf_middle,65.75
608971.png,qaf_middle,ain_begin,38.39
608965.png,qaf_middle,feh_middle,61.43
608959.png,qaf_middle,qaf_middle,59.22
608805.png,qaf_middle,feh_middle,72.18
608811.png,qaf_middle,tah_middle,45.68
608839.png,qaf_middle,qaf_middle,47.44
608838.png,qaf_middle,feh_middle,59.19
608810.png,qaf_middle,qaf_middle,65.84
608804.png,qaf_middle,feh_end,34.85
608958.png,qaf_middle,ain_begin,62.89
608964.png,qaf_middle,qaf_middle,80.67
608970.png,qaf_middle,ain_begin,36.75
608948.png,qaf_middle,feh_middle,49.42
608974.png,qaf_middle,qaf_middle,34.75
608960.png,qaf_middle,qaf_middle,47.17
608828.png,qaf_middle,qaf_middle,41.16
608814.png,qaf_middle,feh_middle,90.88
608815.png,qaf_middle,yaa_begin,45.65
608801.png,qaf_middle,feh_end,47.54
608829.png,qaf_middle,qaf_middle,51.76
608961.png,qaf_middle,qaf_middle,88.99
608975.png,qaf_middle,qaf_middle,44.9
608949.png,qaf_middle,qaf_middle,33.24
608963.png,qaf_middle,qaf_middle,95.75
608977.png,qaf_middle,qaf_middle,81.97
608988.png,qaf_middle,waw_end,30.79
608817.png,qaf_middle,ain_begin,57.58
608803.png,qaf_middle,feh_middle,59.84
608802.png,qaf_middle,qaf_middle,68.53
608816.png,qaf_middle,jeem_middle,20.88
608989.png,qaf_middle,qaf_end,29.84
608976.png,qaf_middle,qaf_middle,51.36
608962.png,qaf_middle,qaf_middle,54.8
608905.png,qaf_middle,qaf_middle,72.83
608911.png,qaf_middle,feh_middle,36.47
608939.png,qaf_middle,feh_middle,63.25
608871.png,qaf_middle,ain_regular,19.23
608865.png,qaf_middle,qaf_middle,78.73
608859.png,qaf_middle,qaf_middle,82.56
608858.png,qaf_middle,feh_end,50.08
608864.png,qaf_middle,qaf_middle,90.6
608870.png,qaf_middle,dal_end,24.09
608938.png,qaf_middle,feh_middle,47.52
608910.png,qaf_middle,feh_middle,32.88
608904.png,qaf_middle,qaf_middle,67.09
608912.png,qaf_middle,qaf_middle,68.1
608906.png,qaf_middle,feh_end,36.03
608866.png,qaf_middle,qaf_middle,72.63
608872.png,qaf_middle,qaf_middle,93.34
608899.png,qaf_middle,qaf_middle,48.83
608898.png,qaf_middle,qaf_middle,68.18
608873.png,qaf_middle,qaf_end,62.18
608867.png,qaf_middle,qaf_middle,31.6
608907.png,qaf_middle,qaf_middle,71.72
608913.png,qaf_middle,qaf_middle,76.64
608917.png,qaf_middle,feh_middle,27.8
608903.png,qaf_middle,qaf_middle,82.88
608863.png,qaf_middle,sad_middle,45.73
608877.png,qaf_middle,qaf_middle,83.77
608888.png,qaf_middle,qaf_middle,92.98
608889.png,qaf_middle,qaf_middle,67.84
608876.png,qaf_middle,feh_begin,38.41
608862.png,qaf_middle,qaf_middle,56.27
608902.png,qaf_middle,feh_middle,64.69
608916.png,qaf_middle,qaf_middle,51.86
608928.png,qaf_middle,feh_middle,22.13
608900.png,qaf_middle,qaf_begin,31.24
608914.png,qaf_middle,qaf_middle,78.1
608848.png,qaf_middle,feh_regular,50.95
608874.png,qaf_middle,ain_begin,31.8
608860.png,qaf_middle,qaf_middle,96.26
609000.png,qaf_middle,qaf_middle,80.66
608861.png,qaf_middle,feh_end,75.25
608875.png,qaf_middle,qaf_end,39.95
608849.png,qaf_middle,qaf_middle,53.75
608915.png,qaf_middle,qaf_middle,44.66
608901.png,qaf_middle,qaf_middle,54.28
608929.png,qaf_middle,qaf_middle,72.54
608924.png,qaf_middle,qaf_middle,41.27
608930.png,qaf_middle,qaf_middle,88.64
608918.png,qaf_middle,qaf_middle,64.45
608850.png,qaf_middle,qaf_middle,98.66
608844.png,qaf_middle,tah_middle,45.81
608878.png,qaf_middle,feh_middle,41.46
608893.png,qaf_middle,qaf_middle,95.8
608887.png,qaf_middle,qaf_middle,97.36
608886.png,qaf_middle,qaf_end,56.54
608892.png,qaf_middle,tah_end,43.08
608879.png,qaf_middle,qaf_middle,89.23
608845.png,qaf_middle,qaf_end,61.72
608851.png,qaf_middle,noon_middle,92.82
608919.png,qaf_middle,qaf_middle,56.31
608931.png,qaf_middle,qaf_middle,75.65
608925.png,qaf_middle,noon_middle,48.13
608933.png,qaf_middle,qaf_middle,60.62
608927.png,qaf_middle,sad_middle,73.18
608847.png,qaf_middle,feh_end,39.63
608853.png,qaf_middle,feh_end,44.51
608884.png,qaf_middle,qaf_middle,66.45
608890.png,qaf_middle,feh_middle,77.44
608891.png,qaf_middle,tah_middle,29.74
608885.png,qaf_middle,ain_begin,61.16
608852.png,qaf_middle,noon_middle,43.92
608846.png,qaf_middle,jeem_begin,17.21
608926.png,qaf_middle,feh_middle,82.16
608932.png,qaf_middle,qaf_begin,58.9
608936.png,qaf_middle,qaf_middle,51.68
608922.png,qaf_middle,feh_middle,47.74
608842.png,qaf_middle,qaf_middle,43.1
608856.png,qaf_middle,kaf_middle,58.7
608881.png,qaf_middle,qaf_middle,83.85
608895.png,qaf_middle,dal_end,30.7
608894.png,qaf_middle,qaf_middle,73.87
608880.png,qaf_middle,qaf_middle,82.53
608857.png,qaf_middle,qaf_middle,86.56
608843.png,qaf_middle,yaa_middle,24.85
608923.png,qaf_middle,qaf_middle,79.13
608937.png,qaf_middle,feh_middle,48.27
608909.png,qaf_middle,qaf_end,91.19
608921.png,qaf_middle,qaf_middle,31.59
608935.png,qaf_middle,qaf_middle,54.68
608869.png,qaf_middle,qaf_middle,44.79
608855.png,qaf_middle,qaf_middle,95.83
608841.png,qaf_middle,qaf_middle,84.71
608896.png,qaf_middle,qaf_middle,71.47
608882.png,qaf_middle,feh_middle,45.0
608883.png,qaf_middle,qaf_middle,96.7
608897.png,qaf_middle,qaf_middle,95.99
608840.png,qaf_middle,jeem_middle,35.2
608854.png,qaf_middle,qaf_middle,72.39
608868.png,qaf_middle,tah_middle,34.8
608934.png,qaf_middle,ain_begin,44.1
608920.png,qaf_middle,qaf_middle,90.81
608908.png,qaf_middle,feh_middle,57.41
608947.png,qaf_middle,qaf_middle,70.25
608953.png,qaf_middle,ain_middle,21.88
608984.png,qaf_middle,qaf_middle,54.18
608990.png,qaf_middle,heh_begin,19.44
608833.png,qaf_middle,qaf_middle,74.12
608827.png,qaf_middle,kaf_middle,66.19
608826.png,qaf_middle,qaf_middle,73.49
608832.png,qaf_middle,kaf_middle,21.78
608991.png,qaf_middle,qaf_middle,84.76
608985.png,qaf_middle,kaf_middle,17.03
608952.png,qaf_middle,qaf_middle,60.11
608946.png,qaf_middle,qaf_middle,80.97
608950.png,qaf_middle,ain_begin,92.95
608944.png,qaf_middle,qaf_middle,74.47
608978.png,qaf_middle,qaf_middle,59.94
608993.png,qaf_middle,feh_middle,33.96
608987.png,qaf_middle,qaf_middle,58.23
608824.png,qaf_middle,yaa_begin,89.37
608830.png,qaf_middle,qaf_middle,71.91
608818.png,qaf_middle,qaf_middle,87.35
608819.png,qaf_middle,qaf_middle,23.25
608831.png,qaf_middle,qaf_middle,95.7
608825.png,qaf_middle,yaa_begin,33.33
608986.png,qaf_middle,ain_begin,40.58
608992.png,qaf_middle,qaf_middle,70.5
608979.png,qaf_middle,qaf_middle,89.21
608945.png,qaf_middle,qaf_middle,82.02
608951.png,qaf_middle,feh_middle,30.56
608969.png,qaf_middle,qaf_end,29.91
608955.png,qaf_middle,feh_middle,63.11
608941.png,qaf_middle,qaf_middle,68.14
608996.png,qaf_middle,heh_end,51.7
608982.png,qaf_middle,qaf_middle,98.02
608809.png,qaf_middle,jeem_begin,30.0
608821.png,qaf_middle,feh_middle,44.83
608835.png,qaf_middle,sad_middle,18.38
608834.png,qaf_middle,qaf_middle,60.16
608820.png,qaf_middle,qaf_middle,57.52
608808.png,qaf_middle,seen_begin,12.87
608983.png,qaf_middle,kaf_middle,31.31
608997.png,qaf_middle,feh_end,71.72
608940.png,qaf_middle,qaf_middle,66.56
608954.png,qaf_middle,qaf_middle,59.75
608968.png,qaf_middle,qaf_middle,39.58
608942.png,qaf_middle,qaf_begin,30.61
608956.png,qaf_middle,seen_begin,29.16
608981.png,qaf_middle,qaf_middle,96.36
608995.png,qaf_middle,feh_middle,46.99
608836.png,qaf_middle,qaf_middle,84.49
608822.png,qaf_middle,qaf_middle,90.21
608823.png,qaf_middle,heh_middle,37.34
608837.png,qaf_middle,qaf_middle,91.27
608994.png,qaf_middle,feh_end,76.71
608980.png,qaf_middle,qaf_middle,91.31
608957.png,qaf_middle,qaf_middle,65.39
608943.png,qaf_middle,ain_middle,61.41
610697.png,seen_end,seen_end,79.24
610683.png,seen_end,seen_end,86.95
610654.png,seen_end,raa_end,28.29
610640.png,seen_end,seen_end,43.28
610668.png,seen_end,seen_end,84.65
610720.png,seen_end,seen_end,97.96
610734.png,seen_end,seen_end,61.06
610708.png,seen_end,seen_end,30.13
610709.png,seen_end,seen_end,62.1
610735.png,seen_end,seen_end,14.02
610721.png,seen_end,seen_end,93.99
610669.png,seen_end,seen_end,79.45
610641.png,seen_end,seen_end,82.89
610655.png,seen_end,seen_end,91.9
610682.png,seen_end,seen_regular,53.8
610696.png,seen_end,seen_end,88.55
610680.png,seen_end,seen_end,92.46
610694.png,seen_end,seen_end,94.84
610643.png,seen_end,seen_end,70.78
610657.png,seen_end,sad_regular,49.03
610737.png,seen_end,seen_end,94.39
610723.png,seen_end,seen_end,84.38
610722.png,seen_end,seen_end,78.2
610736.png,seen_end,seen_middle,39.74
610656.png,seen_end,seen_end,85.25
610642.png,seen_end,meem_middle,20.21
610695.png,seen_end,sad_regular,40.32
610681.png,seen_end,seen_regular,49.75
610685.png,seen_end,seen_end,46.56
610691.png,seen_end,sad_regular,46.32
610646.png,seen_end,seen_end,52.05
610652.png,seen_end,seen_end,50.5
610732.png,seen_end,seen_end,32.65
610726.png,seen_end,seen_end,84.14
610727.png,seen_end,seen_end,83.11
610733.png,seen_end,seen_end,65.33
610653.png,seen_end,seen_end,98.34
610647.png,seen_end,seen_end,67.46
610690.png,seen_end,seen_end,19.25
610684.png,seen_end,seen_end,82.49
610692.png,seen_end,seen_begin,18.48
610686.png,seen_end,waw_end,15.52
610679.png,seen_end,seen_end,78.95
610651.png,seen_end,seen_end,99.42
610645.png,seen_end,seen_end,98.35
610719.png,seen_end,seen_end,45.81
610725.png,seen_end,seen_regular,39.58
610731.png,seen_end,seen_regular,47.59
610730.png,seen_end,seen_end,94.66
610724.png,seen_end,seen_end,56.01
610718.png,seen_end,seen_end,55.47
610644.png,seen_end,seen_middle,55.19
610650.png,seen_end,seen_end,82.98
610678.png,seen_end,seen_end,71.98
610687.png,seen_end,sad_regular,23.82
610693.png,seen_end,seen_end,97.97
610637.png,seen_end,seen_end,89.71
610623.png,seen_end,seen_end,94.66
610780.png,seen_end,seen_end,83.24
610794.png,seen_end,seen_end,98.56
610743.png,seen_end,qaf_end,34.69
610757.png,seen_end,seen_end,89.62
610756.png,seen_end,seen_end,88.93
610742.png,seen_end,sad_end,90.69
610795.png,seen_end,seen_end,99.61
610781.png,seen_end,noon_end,45.03
610622.png,seen_end,seen_end,92.3
610636.png,seen_end,seen_end,82.59
610620.png,seen_end,seen_end,69.52
610634.png,seen_end,seen_end,96.17
610608.png,seen_end,seen_end,75.78
610797.png,seen_end,seen_end,97.85
610783.png,seen_end,lam_end,62.33
610754.png,seen_end,seen_end,58.15
610740.png,seen_end,seen_end,36.57
610768.png,seen_end,seen_end,80.34
610769.png,seen_end,seen_end,72.7
610741.png,seen_end,seen_end,92.49
610755.png,seen_end,seen_end,82.04
610782.png,seen_end,noon_end,43.98
610796.png,seen_end,seen_end,72.32
610609.png,seen_end,seen_middle,39.3
610635.png,seen_end,seen_end,92.78
610621.png,seen_end,seen_end,84.9
610619.png,seen_end,seen_end,79.0
610625.png,seen_end,seen_end,93.82
610631.png,seen_end,seen_end,99.17
610792.png,seen_end,seen_end,74.13
610786.png,seen_end,sad_end,88.07
610779.png,seen_end,sad_end,56.75
610751.png,seen_end,seen_end,28.28
610745.png,seen_end,seen_end,96.24
610744.png,seen_end,tah_end,25.19
610750.png,seen_end,seen_end,47.51
610778.png,seen_end,seen_end,97.14
610787.png,seen_end,yaa_end,56.13
610793.png,seen_end,seen_end,49.47
610630.png,seen_end,seen_end,93.6
610624.png,seen_end,seen_end,99.43
610618.png,seen_end,seen_regular,46.02
610632.png,seen_end,seen_end,69.46
610626.png,seen_end,seen_end,97.31
610785.png,seen_end,seen_middle,28.83
610791.png,seen_end,seen_end,61.13
610746.png,seen_end,seen_end,88.74
610752.png,seen_end,seen_end,29.66
610753.png,seen_end,seen_end,89.97
610747.png,seen_end,jeem_middle,30.53
610790.png,seen_end,noon_end,38.18
610784.png,seen_end,lam_end,97.06
610627.png,seen_end,seen_end,93.8
610633.png,seen_end,seen_end,97.32
610800.png,seen_end,seen_end,84.99
610616.png,seen_end,seen_end,89.69
610602.png,seen_end,seen_end,90.49
610789.png,seen_end,seen_end,71.69
610762.png,seen_end,seen_end,89.83
610776.png,seen_end,seen_end,87.89
610777.png,seen_end,seen_end,97.69
610763.png,seen_end,seen_end,44.44
610788.png,seen_end,yaa_end,29.4
610603.png,seen_end,seen_end,84.71
610617.png,seen_end,beh_end,53.12
610601.png,seen_end,seen_end,98.19
610615.png,seen_end,sad_end,70.65
610629.png,seen_end,seen_end,77.76
610775.png,seen_end,seen_end,66.92
610761.png,seen_end,seen_end,97.68
610749.png,seen_end,yaa_end,40.07
610748.png,seen_end,seen_end,45.72
610760.png,seen_end,seen_end,98.61
610774.png,seen_end,sad_end,73.82
610628.png,seen_end,seen_middle,86.26
610614.png,seen_end,seen_end,48.65
610638.png,seen_end,seen_end,28.76
610604.png,seen_end,seen_end,48.09
610610.png,seen_end,seen_end,59.91
610758.png,seen_end,seen_end,97.98
610770.png,seen_end,seen_end,71.24
610764.png,seen_end,seen_end,92.47
610765.png,seen_end,seen_end,91.8
610771.png,seen_end,seen_end,78.7
610759.png,seen_end,seen_end,97.8
610611.png,seen_end,seen_end,78.0
610605.png,seen_end,seen_end,96.71
610639.png,seen_end,seen_end,35.63
610613.png,seen_end,seen_end,80.17
610607.png,seen_end,seen_end,86.24
610798.png,seen_end,seen_end,61.28
610767.png,seen_end,dal_end,21.84
610773.png,seen_end,seen_end,67.63
610772.png,seen_end,seen_end,74.84
610766.png,seen_end,seen_end,88.65
610799.png,seen_end,seen_regular,86.33
610606.png,seen_end,seen_end,74.8
610612.png,seen_end,seen_end,46.9
610675.png,seen_end,seen_regular,25.77
610661.png,seen_end,seen_end,98.68
610649.png,seen_end,seen_end,75.3
610701.png,seen_end,seen_end,65.43
610715.png,seen_end,seen_regular,48.28
610729.png,seen_end,seen_end,88.19
610728.png,seen_end,seen_end,92.58
610714.png,seen_end,seen_end,67.15
610700.png,seen_end,seen_end,49.63
610648.png,seen_end,seen_end,62.43
610660.png,seen_end,seen_end,72.88
610674.png,seen_end,seen_end,69.54
610689.png,seen_end,seen_end,98.53
610662.png,seen_end,seen_end,99.69
610676.png,seen_end,beh_middle,23.65
610716.png,seen_end,seen_end,94.67
610702.png,seen_end,sad_end,31.99
610703.png,seen_end,seen_end,63.08
610717.png,seen_end,seen_end,97.07
610677.png,seen_end,seen_end,95.09
610663.png,seen_end,seen_end,74.27
610688.png,seen_end,seen_end,95.9
610698.png,seen_end,seen_end,81.56
610667.png,seen_end,sad_regular,68.48
610673.png,seen_end,seen_end,59.56
610713.png,seen_end,seen_end,74.41
610707.png,seen_end,seen_end,71.34
610706.png,seen_end,seen_end,60.89
610712.png,seen_end,seen_end,44.12
610672.png,seen_end,seen_end,94.15
610666.png,seen_end,seen_end,99.07
610699.png,seen_end,seen_end,90.47
610658.png,seen_end,seen_end,92.96
610670.png,seen_end,seen_end,34.73
610664.png,seen_end,seen_end,75.44
610738.png,seen_end,seen_end,63.02
610704.png,seen_end,seen_end,57.46
610710.png,seen_end,noon_end,87.86
610711.png,seen_end,seen_regular,55.64
610705.png,seen_end,seen_end,96.97
610739.png,seen_end,seen_end,95.5
610665.png,seen_end,seen_end,84.41
610671.png,seen_end,seen_end,42.69
610659.png,seen_end,seen_end,95.88
603628.png,heh_end,heh_end,99.65
603614.png,heh_end,heh_end,96.74
603748.png,heh_end,heh_end,34.02
603760.png,heh_end,heh_end,81.57
603774.png,heh_end,heh_end,80.95
603775.png,heh_end,heh_end,83.26
603761.png,heh_end,heh_end,51.98
603749.png,heh_end,heh_end,98.52
603601.png,heh_end,heh_end,95.01
603615.png,heh_end,heh_end,98.19
603629.png,heh_end,heh_end,94.48
603603.png,heh_end,heh_end,51.21
603617.png,heh_end,beh_regular,39.53
603788.png,heh_end,heh_end,96.86
603777.png,heh_end,heh_end,73.7
603763.png,heh_end,heh_end,46.74
603762.png,heh_end,kaf_middle,45.91
603776.png,heh_end,heh_end,96.96
603789.png,heh_end,heh_end,96.75
603616.png,heh_end,heh_end,99.62
603602.png,heh_end,meem_middle,28.84
603606.png,heh_end,heh_end,36.02
603612.png,heh_end,heh_end,87.11
603799.png,heh_end,heh_end,70.34
603772.png,heh_end,heh_end,82.41
603766.png,heh_end,heh_end,99.98
603767.png,heh_end,heh_middle,47.87
603773.png,heh_end,heh_end,96.87
603798.png,heh_end,heh_end,83.89
603613.png,heh_end,dal_end,21.83
603607.png,heh_end,dal_end,65.66
603611.png,heh_end,heh_end,99.88
603605.png,heh_end,heh_end,56.87
603639.png,heh_end,heh_end,91.82
603765.png,heh_end,heh_end,93.71
603771.png,heh_end,heh_end,99.54
603759.png,heh_end,tah_end,31.75
603758.png,heh_end,heh_end,60.31
603770.png,heh_end,jeem_begin,50.61
603764.png,heh_end,heh_end,93.69
603638.png,heh_end,heh_regular,55.03
603604.png,heh_end,heh_end,39.78
603610.png,heh_end,heh_end,99.6
603688.png,heh_end,heh_end,78.7
603677.png,heh_end,heh_end,99.22
603663.png,heh_end,alif_end,63.17
603703.png,heh_end,heh_end,81.66
603717.png,heh_end,heh_end,97.98
603716.png,heh_end,heh_end,38.09
603702.png,heh_end,heh_end,99.1
603662.png,heh_end,meem_begin,43.06
603676.png,heh_end,heh_end,99.38
603689.png,heh_end,heh_end,87.26
603648.png,heh_end,heh_end,46.12
603660.png,heh_end,heh_regular,68.62
603674.png,heh_end,qaf_middle,12.56
603728.png,heh_end,heh_end,93.51
603714.png,heh_end,heh_end,95.61
603700.png,heh_end,heh_end,40.89
603701.png,heh_end,heh_end,93.23
603715.png,heh_end,qaf_end,20.6
603729.png,heh_end,heh_end,99.66
603675.png,heh_end,heh_end,45.34
603661.png,heh_end,meem_begin,51.58
603649.png,heh_end,heh_end,55.41
603665.png,heh_end,heh_end,92.38
603671.png,heh_end,noon_middle,33.76
603659.png,heh_end,heh_end,95.16
603711.png,heh_end,dal_end,39.61
603705.png,heh_end,heh_end,97.47
603739.png,heh_end,heh_end,97.92
603738.png,heh_end,heh_end,47.97
603704.png,heh_end,heh_end,74.99
603710.png,heh_end,alif_end,39.15
603658.png,heh_end,feh_end,37.77
603670.png,heh_end,heh_end,90.75
603664.png,heh_end,heh_end,94.66
603699.png,heh_end,yaa_middle,23.46
603672.png,heh_end,heh_end,53.82
603666.png,heh_end,lam_alif,90.44
603706.png,heh_end,alif_end,75.55
603712.png,heh_end,heh_end,93.58
603713.png,heh_end,heh_end,91.64
603707.png,heh_end,heh_end,68.63
603667.png,heh_end,heh_end,66.12
603673.png,heh_end,heh_end,99.84
603698.png,heh_end,kaf_end,27.17
603695.png,heh_end,heh_end,98.41
603681.png,heh_end,heh_end,98.88
603656.png,heh_end,heh_end,99.49
603642.png,heh_end,heh_end,19.67
603722.png,heh_end,heh_end,35.77
603736.png,heh_end,heh_end,97.01
603737.png,heh_end,heh_end,53.2
603723.png,heh_end,heh_end,85.84
603643.png,heh_end,heh_end,57.01
603657.png,heh_end,noon_regular,48.12
603680.png,heh_end,heh_end,41.9
603694.png,heh_end,ain_middle,23.22
603682.png,heh_end,heh_end,96.5
603696.png,heh_end,dal_end,39.54
603669.png,heh_end,heh_end,95.22
603641.png,heh_end,heh_end,51.5
603655.png,heh_end,heh_end,97.69
603709.png,heh_end,alif_end,41.34
603735.png,heh_end,heh_end,90.17
603721.png,heh_end,heh_end,83.86
603720.png,heh_end,heh_end,75.02
603734.png,heh_end,heh_end,58.35
603708.png,heh_end,dal_end,54.86
603654.png,heh_end,alif_end,75.21
603640.png,heh_end,heh_end,98.82
603668.png,heh_end,heh_end,58.34
603697.png,heh_end,heh_end,85.62
603683.png,heh_end,heh_end,37.27
603687.png,heh_end,ain_middle,25.73
603693.png,heh_end,heh_end,93.88
603644.png,heh_end,heh_end,52.99
603650.png,heh_end,heh_end,96.55
603678.png,heh_end,heh_end,77.58
603730.png,heh_end,heh_end,98.36
603724.png,heh_end,heh_end,39.5
603718.png,heh_end,heh_end,68.44
603719.png,heh_end,beh_middle,35.59
603725.png,heh_end,heh_end,94.39
603731.png,heh_end,heh_end,97.34
603679.png,heh_end,heh_end,98.82
603651.png,heh_end,heh_end,99.95
603645.png,heh_end,heh_end,67.95
603692.png,heh_end,heh_end,82.96
603686.png,heh_end,kaf_regular,30.64
603690.png,heh_end,heh_end,50.76
603684.png,heh_end,heh_end,39.63
603653.png,heh_end,heh_end,96.09
603647.png,heh_end,noon_end,48.8
603727.png,heh_end,heh_end,74.66
603733.png,heh_end,heh_end,99.36
603732.png,heh_end,heh_end,55.49
603726.png,heh_end,heh_end,87.67
603646.png,heh_end,heh_end,95.33
603652.png,heh_end,heh_end,99.81
603685.png,heh_end,heh_end,64.72
603691.png,heh_end,heh_end,31.26
603609.png,heh_end,heh_end,76.67
603635.png,heh_end,heh_end,87.18
603621.png,heh_end,heh_end,97.45
603782.png,heh_end,dal_end,14.18
603796.png,heh_end,heh_end,95.15
603769.png,heh_end,heh_middle,37.45
603741.png,heh_end,beh_regular,23.01
603755.png,heh_end,heh_end,53.32
603754.png,heh_end,heh_end,56.92
603740.png,heh_end,heh_end,42.01
603768.png,heh_end,tah_end,34.4
603797.png,heh_end,heh_end,82.55
603783.png,heh_end,heh_end,77.73
603620.png,heh_end,kaf_regular,79.38
603634.png,heh_end,heh_end,74.58
603608.png,heh_end,heh_end,57.05
603622.png,heh_end,heh_end,88.03
603636.png,heh_end,heh_end,69.29
603795.png,heh_end,heh_end,98.7
603781.png,heh_end,seen_regular,30.07
603756.png,heh_end,heh_end,97.11
603742.png,heh_end,kaf_middle,35.4
603743.png,heh_end,kaf_middle,46.7
603757.png,heh_end,heh_end,49.55
603780.png,heh_end,heh_end,79.09
603794.png,heh_end,heh_end,66.84
603637.png,heh_end,seen_regular,32.26
603623.png,heh_end,heh_end,99.85
603800.png,heh_end,heh_end,86.68
603627.png,heh_end,dal_regular,51.61
603633.png,heh_end,heh_end,89.45
603790.png,heh_end,heh_end,28.68
603784.png,heh_end,heh_end,99.57
603753.png,heh_end,heh_end,71.87
603747.png,heh_end,heh_end,91.62
603746.png,heh_end,lam_end,23.0
603752.png,heh_end,heh_end,81.99
603785.png,heh_end,alif_end,78.99
603791.png,heh_end,heh_end,55.27
603632.png,heh_end,heh_end,89.15
603626.png,heh_end,heh_end,79.62
603630.png,heh_end,heh_end,73.46
603624.png,heh_end,heh_end,99.63
603618.png,heh_end,heh_end,95.05
603787.png,heh_end,heh_end,95.67
603793.png,heh_end,dal_end,14.59
603744.png,heh_end,heh_regular,43.48
603750.png,heh_end,heh_end,98.43
603778.png,heh_end,heh_end,96.63
603779.png,heh_end,beh_regular,53.49
603751.png,heh_end,heh_end,91.52
603745.png,heh_end,heh_end,88.28
603792.png,heh_end,heh_end,36.38
603786.png,heh_end,heh_end,35.26
603619.png,heh_end,heh_end,98.79
603625.png,heh_end,heh_end,99.37
603631.png,heh_end,heh_end,81.24
610873.png,seen_middle,seen_middle,98.88
610867.png,seen_middle,meem_middle,26.75
610898.png,seen_middle,seen_middle,75.77
610907.png,seen_middle,beh_middle,40.4
610913.png,seen_middle,seen_middle,98.03
610912.png,seen_middle,seen_middle,96.95
610906.png,seen_middle,seen_middle,82.97
610899.png,seen_middle,seen_middle,82.48
610866.png,seen_middle,seen_middle,96.09
610872.png,seen_middle,seen_middle,99.75
610858.png,seen_middle,seen_middle,99.66
610864.png,seen_middle,meem_middle,34.48
610870.png,seen_middle,seen_middle,84.55
610938.png,seen_middle,dal_end,35.53
610910.png,seen_middle,seen_middle,56.88
610904.png,seen_middle,seen_middle,49.33
610905.png,seen_middle,seen_middle,57.87
610911.png,seen_middle,seen_middle,60.57
610939.png,seen_middle,dal_end,74.19
610871.png,seen_middle,beh_end,36.56
610865.png,seen_middle,ain_middle,24.14
610859.png,seen_middle,seen_middle,63.09
611000.png,seen_middle,seen_middle,91.96
610861.png,seen_middle,sad_middle,36.2
610875.png,seen_middle,seen_middle,97.3
610849.png,seen_middle,ain_middle,45.11
610915.png,seen_middle,seen_middle,32.3
610901.png,seen_middle,seen_middle,50.34
610929.png,seen_middle,seen_middle,73.73
610928.png,seen_middle,seen_middle,93.8
610900.png,seen_middle,sad_middle,47.33
610914.png,seen_middle,seen_middle,95.41
610848.png,seen_middle,seen_middle,66.75
610874.png,seen_middle,seen_middle,53.7
610860.png,seen_middle,seen_middle,97.09
610876.png,seen_middle,seen_middle,98.2
610862.png,seen_middle,seen_middle,99.15
610889.png,seen_middle,sad_middle,40.46
610902.png,seen_middle,seen_middle,91.49
610916.png,seen_middle,seen_middle,74.61
610917.png,seen_middle,seen_middle,82.92
610903.png,seen_middle,sad_middle,38.55
610888.png,seen_middle,seen_middle,78.89
610863.png,seen_middle,meem_middle,14.51
610877.png,seen_middle,seen_middle,29.12
610838.png,seen_middle,seen_begin,49.28
610810.png,seen_middle,seen_middle,52.95
610804.png,seen_middle,seen_begin,70.15
610958.png,seen_middle,seen_middle,93.93
610964.png,seen_middle,seen_middle,96.73
610970.png,seen_middle,seen_middle,91.21
610971.png,seen_middle,tah_end,68.59
610965.png,seen_middle,seen_middle,70.12
610959.png,seen_middle,seen_middle,48.34
610805.png,seen_middle,seen_middle,53.2
